id,topic,source,text,replyCount,vaderMean,vaderStd,vaderCatLabel,vaderCat
5adf6684068401528a2aa69b,Culture/Education,nyt_kaggle,i understand that they could meet with us  patronize us and do nothing in the end  their lawyer says ,66,0.3459727272727272,0.5119524453713237,high,2.0
5adf653f068401528a2aa697,Elections,nyt_kaggle,the agency plans to publish a new regulation tuesday that would restrict the kinds of scientific studies the agency can use when it develops policies ,308,0.0442600649350649,0.5667606324178027,high,2.0
5adf4626068401528a2aa628,International,nyt_kaggle,whats it like to eat at the second incarnation of the rule defying copenhagen restaurant  our critic explains it all for you ,67,0.4888104477611941,0.5388505682368632,high,2.0
5adf40d2068401528a2aa619,International,nyt_kaggle,president trump welcomed president emmanuel macron of france to the white house on tuesday for the first state visit since taking office ,362,0.0420400552486187,0.625098207883502,high,2.0
5adf3d64068401528a2aa60f,Gun Crimes,nyt_kaggle,alek minassian    a resident of torontos richmond hill suburb  careened the white rental van onto a sidewalk  killing at least  people ,486,-0.316440534979424,0.623894181636037,high,2.0
5adf341f068401528a2aa5e8,International,nyt_kaggle,the senate veterans affairs committee is examining multiple claims against president trumps nominee to head the veterans affairs department ,1720,0.0868927325581394,0.5493623569905026,high,2.0
5adf2a0f068401528a2aa5c8,Art,nyt_kaggle,tuesday  rent control appears headed to the ballot  quentin tarantino promotes a new film about hollywood and could u s c s sam darnold be the no   pick ,20,-0.21204,0.6529895553287365,high,2.0
5adf26cf068401528a2aa5c1,Elections,nyt_kaggle,a new study suggests that the white  christian and male voters who supported donald j  trump were driven by concerns over losing their privilege ,1085,-0.0152658986175115,0.6409534886918719,high,2.0
5adf2108068401528a2aa5b3,Culture/Education,nyt_kaggle,what can you do when you want your child to be born in your home state  a times texpatriate explains ,27,0.3381444444444443,0.5172524345284815,high,2.0
5adedaa8068401528a2aa4e6,International,nyt_kaggle,are you encouraged to question and articulate your queer devotions  frustrations  little triumphs  and large peculiarities  why or why not ,79,0.6895784810126583,0.4673820854095347,medium,1.0
5adf0063068401528a2aa552,Art,nyt_kaggle,people often overestimate the time required to commute actively ,245,0.2902820408163264,0.5712740856241022,high,2.0
5adf0024068401528a2aa551,NYC,nyt_kaggle,tuesday  revisiting the new york worlds fair  exploring whats at stake in the  census  and giving a whale a bath ,46,0.4640695652173912,0.4988394459452038,medium,1.0
5adef286068401528a2aa537,Leisure,nyt_kaggle,for a pair of designers in brooklyn  getting a place in east hampton just before the birth of their son was out of the question  they did it anyway ,37,0.485181081081081,0.42268581636288,medium,1.0
5adef237068401528a2aa532,Gun Crimes,nyt_kaggle,after  months as chief  jim hackett has yet to satisfy those looking for a clear articulation of a strategy  but big moves could be in the offing ,38,0.1855736842105263,0.6073655116107334,high,2.0
5adef237068401528a2aa531,International,nyt_kaggle,the  g o p  presidential nominee  running for an open senate seat  faced conservatives who disliked his ideological swerving  and a fear among hard right activists that they were losing power ,35,0.2732399999999999,0.404598573897635,medium,1.0
5adef233068401528a2aa52c,International,nyt_kaggle,juan carlos cruz was sexually abused by one of chiles most prominent priests  this week he is staying at the vatican in an extended visit with pope francis ,27,-0.2619222222222223,0.7053996277797393,high,2.0
5adef226068401528a2aa520,Culture/Education,nyt_kaggle,gun owners who favor increased restrictions can be an overlooked group  some have grown more vocal  marching and testifying in favor of limits ,171,-0.3444701754385967,0.6261736028680803,high,2.0
5adef226068401528a2aa51f,Art,nyt_kaggle,two new books  the space barons and rocket billionaires  tell the story of the entrepreneurial push to leave earth ,26,0.4003999999999999,0.5930146568171819,high,2.0
5adef221068401528a2aa517,International,nyt_kaggle,the th president of the united states on international relations and life after cancer ,99,0.1951383838383837,0.6466425323423259,high,2.0
5adef221068401528a2aa516,Elections,nyt_kaggle,in inquiries on benghazi and russia and beyond  the california congressman has displayed a deep mistrust of the expert consensus on reality  a disposition that has helped him make friends in the current white house ,535,0.0545446728971962,0.5536588105897582,high,2.0
5adef218068401528a2aa514,Entertainment,nyt_kaggle,a decision by the states supreme court barring church use of county grants for historic preservation could have national ramifications ,23,0.1201217391304347,0.533972535858712,high,2.0
5aded6a7068401528a2aa4e0,Culture/Education,nyt_kaggle,are you a procrastinator  a pre crastinator  someone who starts a task early and finishes it as soon as possible  or something in between ,33,0.4539757575757576,0.6966498744124909,high,2.0
5adeae5b068401528a2aa48c,International,nyt_kaggle,before my illness  i was a healthy  year old  but  my doctors speculated  i must have eaten some leafy greens contaminated by e  coli bacteria ,228,0.2218271929824562,0.615037633644588,high,2.0
5adea843068401528a2aa47a,Gun Crimes,nyt_kaggle,branded idiots  residents of grimsby  england  choose romance for a dying fishing industry over another that is thriving ,175,0.0680897142857143,0.5828327292100399,high,2.0
5ade8fa4068401528a2aa465,International,nyt_kaggle,peter gordon takes on a metaphysical poet ,144,0.2686243055555554,0.4975552309710424,medium,1.0
5ade8c22068401528a2aa460,Politics,nyt_kaggle,the late queen of disco and pioneer of electronic dance music gets the broadway jukebox treatment ,27,0.579674074074074,0.5764944209434445,high,2.0
5ade8a5b068401528a2aa45d,Culture/Education,nyt_kaggle,women still earn far less for every dollar that men earn  but two professors say their research shows no significant difference at the chief executive level ,26,-0.0287999999999999,0.539034623006723,high,2.0
5ade7af0068401528a2aa44b,Culture/Education,nyt_kaggle,officials took the nashville shooting suspects guns after a run in at the white house last year  but his father gave the guns back ,184,-0.4103065217391303,0.5031021359447873,high,2.0
5ade7940068401528a2aa448,International,nyt_kaggle,the travel ban case is the first major legal challenge to the presidents authority that the justices have heard ,294,-0.0299190476190476,0.6392396488911247,high,2.0
5ade7448068401528a2aa443,Elections,nyt_kaggle,activist women are transforming the states politics ,200,0.3824335,0.5785147177219039,high,2.0
5ade70ca068401528a2aa43f,International,nyt_kaggle,those who care about vulnerable minorities need to reckon with the economic inequality that leads so many people to vote for authoritarians ,154,0.1637844155844156,0.6679264763390909,high,2.0
5ade6ca1068401528a2aa43a,Culture/Education,nyt_kaggle,the waffle house shooting is a painful reminder of tennessees failure to protect its own citizens from mass murderers with guns ,409,-0.3544797066014667,0.6028683809578482,high,2.0
5ade6193068401528a2aa41e,Elections,nyt_kaggle,why republicans ended up at war with americas schoolteachers ,1143,0.1385872265966755,0.6226752844976771,high,2.0
5ade5afd068401528a2aa40f,International,nyt_kaggle,minutes before a committee vote  senator rand paul  republican of kentucky  bowed to pressure and backed the confirmation of mike pompeo to be secretary of state ,85,0.0998682352941176,0.5568788310138684,high,2.0
5ade43f3068401528a2aa3d6,NYC,nyt_kaggle,the m t a  released a turnaround plan for the failing bus system with a redesign and all door boarding ,28,0.233125,0.5199001959956318,high,2.0
5ade33d3068401528a2aa3b1,International,nyt_kaggle,as melania trump oversees preparations to welcome president emmanuel macron of france  her advice to her staff before the high profile event is not to worry ,172,0.1669895348837209,0.5089582479294888,high,2.0
5ade301d068401528a2aa3a7,NYC,nyt_kaggle,national democrats were shocked in  when a republican presidential nominee carried wisconsin for the first time since   now both parties see a key senate race as a crucial test before  ,146,0.1248445205479452,0.574663343728257,high,2.0
5ade2db2068401528a2aa3a3,International,nyt_kaggle,the meeting of the two leaders exemplifies a world less constrained by the guardrails of international norms  in which virtually anything can happen ,45,0.0395244444444444,0.6174124517089468,high,2.0
5ade2860068401528a2aa38f,Gun Crimes,nyt_kaggle,more than a dozen other people were injured in what was one of the worst mass killings in the modern history of canada  the police said the driver was in custody ,256,-0.238033984375,0.6199824712713016,high,2.0
5ade1cb8068401528a2aa371,Social Issues,nyt_kaggle,indigenous people are asking why pope francis will not be apologizing anytime soon for abuses at catholic run boarding schools in canada ,101,-0.203819801980198,0.6298840366321093,high,2.0
5ade101e068401528a2aa344,International,nyt_kaggle,as he arrives for the first state visit of mr  trumps administration  mr  macron  the french president  hopes to persuade the american leader not to scrap the agreement with tehran ,287,0.0973487804878048,0.6176215669160495,high,2.0
5ade0309068401528a2aa322,Gun Crimes,nyt_kaggle,the russo brothers pushed to bring the avengers series to a close  in a two part extravaganza beginning with infinity war  and marvel listened ,75,0.3132693333333333,0.5495728714864606,high,2.0
5ade0308068401528a2aa320,International,nyt_kaggle,a young soldier whose genitals were destroyed underwent extensive reconstructive surgery that doctors hope to offer to others who were wounded at war ,190,0.2238384210526315,0.6737680024374897,high,2.0
5addfaee068401528a2aa310,Social Media,nyt_kaggle,the restaurant chain mo bettahs has found success appealing to utahs dominant religious group  mormons  who have long had ties to polynesia ,26,0.6214153846153846,0.3288632465841176,low,0.0
5adde6e8068401528a2aa2cb,Social Media,nyt_kaggle,coursing through pop culture  this attitude puts the onus on women to improve their self esteem instead of criticizing societal beauty standards ,452,0.4360426991150444,0.5513065335525323,high,2.0
5addda95068401528a2aa2aa,Culture/Education,nyt_kaggle,the police said monday that they had arrested travis j  reinking  who has been accused of killing four people at a restaurant early sunday ,804,-0.3362440298507462,0.5734391395139113,high,2.0
5addd18c068401528a2aa292,Culture/Education,nyt_kaggle,james shaw jr  grabbed an ar  from a shooters hands early on sunday  most likely stopping further bloodshed at a waffle house outside nashville ,772,0.2539718911917099,0.647424617709377,high,2.0
5addaea4068401528a2aa239,Social Issues,nyt_kaggle,people dont truly understand what a d h d  is and why a kid whos bright cant just grit his teeth and get it done  a child psychiatrist says ,83,0.1790253012048193,0.678724921801162,high,2.0
5addaeb3068401528a2aa23b,Leisure,nyt_kaggle,in the decades since the first genetically modified foods reached the market  no adverse health effects among consumers have been found ,198,0.1339176767676767,0.6075505350422369,high,2.0
5addab21068401528a2aa22f,Culture/Education,nyt_kaggle,its a wrap for nashville  but the city is still deciding what to be ,23,0.4614304347826087,0.5575151546532024,high,2.0
5addab22068401528a2aa230,Social Media,nyt_kaggle,the makers of the hbo series have produced a powerful work of philosophy ,384,0.0472244791666666,0.6841483820356705,high,2.0
5adda79b068401528a2aa22b,Entertainment,nyt_kaggle,look closely at this image  stripped of its caption  and join the moderated conversation about what you and other students see ,581,0.2426297762478481,0.4368565111520993,medium,1.0
5adda09c068401528a2aa217,NYC,nyt_kaggle,when it comes to studying the genetics of the brain  soo kyung lee is a star  yet she was stunned to discover the cause of her daughters devastating disabilities ,116,0.3999612068965516,0.630607179563309,high,2.0
5adda094068401528a2aa211,NYC,nyt_kaggle,subway officials hope ultra wideband radio will help modernize the signal system  but the technology has not been used on a major transit system ,25,0.10092,0.5336310976070766,high,2.0
5adda093068401528a2aa210,Entertainment,nyt_kaggle,a judges ruling on warning labels for coffee isnt backed by evidence and could do more harm than good ,214,-0.2412369158878503,0.6017562902506058,high,2.0
5add91e9068401528a2aa1ee,NYC,nyt_kaggle,the third child of catherine and prince william was born monday morning  weighing  pounds   ounces ,227,0.3581766519823787,0.5370945075381791,high,2.0
5add8477068401528a2aa1d6,Culture/Education,nyt_kaggle,barack obama does not plan to take on president trump directly  but an adviser said the former president would not shrink from confronting the divisive issues around his successor ,195,0.2506605128205126,0.5394009393110404,high,2.0
5add8477068401528a2aa1d5,Gun Crimes,nyt_kaggle,despite the high stakes and bright lights  the nations statehouse impeachment bar is but a handful of battle tested lawyers  the next test may be in missouri ,29,-0.1056655172413793,0.5620322259925913,high,2.0
5add8224068401528a2aa1d1,Art,nyt_kaggle,andrea barone nearly quit his job as a minor league hockey referee after years of hearing coaches and players use anti gay language during games ,47,0.3674042553191489,0.6250185075372626,high,2.0
5add76db068401528a2aa1b6,International,nyt_kaggle,what is the best way to respond to societal pressure to look outwardly happy and friendly ,39,0.7428743589743592,0.4067536249752413,medium,1.0
5add56c8068401528a2aa181,International,nyt_kaggle,europe is outsourcing border management to distant countries  hoping to stop migrants before they cross the mediterranean  but there may be a high moral cost ,94,0.0377904255319149,0.6569788574639643,high,2.0
5add4c34068401528a2aa178,Art,nyt_kaggle,taylor makes an unexpected connection  axe  meanwhile  connects the dots ,33,0.2108060606060606,0.6226743043816095,high,2.0
5add41aa068401528a2aa172,Gun Crimes,nyt_kaggle,hbos sweeping sci fi western is back  and the hosts are in open  bloody revolt  how will they manage the practical and moral repercussions ,31,-0.0667806451612903,0.5203758413681114,high,2.0
5add3aa6068401528a2aa16b,NYC,nyt_kaggle,j k  rowlings ever popular boy wizard is all grown up in this enthralling two part play  directed with seamless magic by john tiffany ,77,0.4300272727272727,0.4835338045757133,medium,1.0
5add2004068401528a2aa14b,International,nyt_kaggle,even as private employers have rebounded from the recession  the public sectors ranks have withered  and pay and benefits have lagged ,1075,0.1462131162790697,0.6022075014244986,high,2.0
5add1d6d068401528a2aa149,Politics,nyt_kaggle,to end the worst stagnation in living standards since the great depression  the country needs to be bold ,532,0.3393016917293237,0.6003197966778913,high,2.0
5add197f068401528a2aa147,International,nyt_kaggle,the president demands gratitude  hes made thank you divisive ,547,0.3312959780621576,0.5754739579547984,high,2.0
5add152e068401528a2aa141,Elections,nyt_kaggle,the russia investigation has uncovered shady practices in the interlinked worlds of banking  law and lobbying that have long flourished in the dark ,694,0.0433234870317003,0.6368879257280545,high,2.0
5add13c7068401528a2aa13d,Politics,nyt_kaggle,america has only ever impeached two presidents  but both remained in office ,734,-0.0067207084468664,0.6434305948394802,high,2.0
5add1387068401528a2aa13b,Social Issues,nyt_kaggle,black students  not whites  made the events of that spring so important ,220,-0.1001159090909091,0.6580709738627912,high,2.0
5add08b6068401528a2aa12d,International,nyt_kaggle,muhammad ayoub    was said to have sneaked away from his mother to join the protests along the gaza border before being shot dead ,71,-0.353892957746479,0.6406751272399951,high,2.0
5add05e5068401528a2aa128,Social Media,nyt_kaggle,lynn lempel leads off our solving week ,76,0.4027381578947368,0.4145932046290211,medium,1.0
5adcec5a068401528a2aa10d,NYC,nyt_kaggle,how did two democrats  whose politics and goals often mesh  allow their onetime friendship to deteriorate to the point of pure contempt ,461,0.0224798264642082,0.5567185989707638,high,2.0
5adcc006068401528a2aa0c2,Politics,nyt_kaggle,a finger exercise on tariffs  trump style,88,0.3267977272727272,0.5659933202922672,high,2.0
5adcb974068401528a2aa0b6,International,nyt_kaggle,beijing fears that a grand deal with the norths longtime enemies could diminish its influence over pyongyang  experts said ,83,0.1637518072289157,0.643528807011785,high,2.0
5adcaffc068401528a2aa0ad,Culture/Education,nyt_kaggle,remarks from yesterdays memorial service ,122,0.5662098360655731,0.4782039319825897,medium,1.0
5adca0b3068401528a2aa098,Culture/Education,nyt_kaggle,a column on j  marion sims drew impassioned responses from readers  several arguing that the doctor has been needlessly vilified by modern observers ,66,-0.2499090909090908,0.5833213864724008,high,2.0
5adbd7d3068401528a2a9fd0,Politics,nyt_kaggle,ross trudeaus puzzle goes quid pro quo ,99,0.3091686868686869,0.4777681071540504,medium,1.0
5adb9370068401528a2a9f8c,Elections,nyt_kaggle,under siege by the presidents allies in the house  mr  rosenstein has acceded to some demands  but his allies worry that may expose the justice department to political meddling ,417,-0.0398503597122302,0.5884611810003625,high,2.0
5adb8334068401528a2a9f74,Social Media,nyt_kaggle,history supplies precedents and lessons for the opioid epidemic raging in america today  but we seem to have largely forgotten both ,313,-0.3847594249201274,0.6181512548666854,high,2.0
5adb8331068401528a2a9f70,Leisure,nyt_kaggle,forget stormy daniels  the business records subpoenaed by robert mueller might be donald trumps greatest legal headache ,478,-0.0509926778242677,0.5997607827884474,high,2.0
5adb8330068401528a2a9f6f,International,nyt_kaggle,the united states is losing its influence as its relative power erodes  how should it manage the transition without destabilizing everyone else ,449,0.1391538975501113,0.6842503318538774,high,2.0
5adb8330068401528a2a9f6d,Politics,nyt_kaggle,a convict in west virginia  bondage in missouri and a wacky contest for control of the chamber ,337,0.1141765578635014,0.6117996443086671,high,2.0
5adb8330068401528a2a9f6e,Elections,nyt_kaggle,the federal government may ignore the environment  but we cant afford to ,45,0.0183288888888888,0.5986184236231041,high,2.0
5adb832f068401528a2a9f6c,Politics,nyt_kaggle,with the blunt and plain spoken and often funny barbara bush  you always knew where you stood ,274,0.3618872262773726,0.5827911768751824,high,2.0
5adb832c068401528a2a9f6b,Culture/Education,nyt_kaggle,white people who see black people through racisms lens can often count on the police to share their outlook ,299,-0.1990050167224081,0.6227988981944315,high,2.0
5adb6007068401528a2a9f44,Entertainment,nyt_kaggle,mel taub is back with some head spinners ,20,0.166785,0.3260091333480026,low,0.0
5adb5fe8068401528a2a9f43,Elections,nyt_kaggle,the e p a  chief is under scrutiny for high spending and interactions with lobbyists  many of the pitfalls he has encountered in washington have echoes in his past ,1145,0.0659418340611353,0.5607291819852526,high,2.0
5adb5363068401528a2a9f2f,Politics,nyt_kaggle,democratic leaders are intervening aggressively in california  where the states unusual voting system could undercut their chances in crowded congressional races ,166,0.3159457831325301,0.562237380860305,high,2.0
5adb535d068401528a2a9f2e,Leisure,nyt_kaggle,false rumors set buddhist against muslim in sri lanka  the most recent in a global spate of violence fanned by social media ,306,-0.1083428104575163,0.658170324333593,high,2.0
5adb43e9068401528a2a9f19,Social Media,nyt_kaggle,what recourse do residents have if their neighbors decide to rent out their homes through sites like airbnb and vrbo ,46,0.1884521739130435,0.6391425599066752,high,2.0
5ada9b24068401528a2a9e88,Entertainment,nyt_kaggle,daniel nierenberg drops some science on us in this challenging debut ,97,0.3905639175257733,0.4697066962002207,medium,1.0
5ada9064068401528a2a9e80,International,nyt_kaggle,now  all the infants in the senate arent elected ,237,0.2504784810126582,0.5718578007147938,high,2.0
5ada8fda068401528a2a9e7f,Art,nyt_kaggle,black new yorkers are  times more likely to die from childbirth related causes than white women  health officials can do more to save lives ,47,-0.019727659574468,0.7156100853246246,high,2.0
5ada8875068401528a2a9e7c,Culture/Education,nyt_kaggle,if we can give our newspapers over to gun toting maniacs for days on end  we can spare some attention for this ,253,-0.3301727272727273,0.6409903981829765,high,2.0
5ada7dfc068401528a2a9e6c,International,nyt_kaggle,despite awful weather at the boston marathon  women seemed to hold up better than men ,220,0.1622713636363636,0.5698214679534261,high,2.0
5ada7cea068401528a2a9e6b,Culture/Education,nyt_kaggle,israel is a safeguard for jews  not a vanity ,213,-0.1836093896713614,0.6650252448791043,high,2.0
5ada4fb1068401528a2a9e05,Social Issues,nyt_kaggle,scores of readers  not to mention a few colleagues  contacted our standards desk urgently to point out what they believed was an embarrassing typo ,55,-0.0562345454545454,0.5150570033962015,high,2.0
5ada363c068401528a2a9dc8,Art,nyt_kaggle,while performers who go from show to show embrace the identity  actors equity has decided that a ceremony celebrating them needs to be renamed ,203,0.0007615763546797,0.5335903066473358,high,2.0
5ada2dc4068401528a2a9daf,Elections,nyt_kaggle,roger stone says mr  trump has long treated mr  cohen  his lawyer and fixer  like garbage  now he could end up cooperating in a criminal investigation against mr  trump ,1402,0.0557553495007132,0.5530651720188777,high,2.0
5ada1068068401528a2a9d57,International,nyt_kaggle,the lawsuit accuses mr  trumps associates of illegally working with russian intelligence agents to interfere with the outcome of the  election ,1207,0.0373256006628003,0.5921878722323022,high,2.0
5ada0b32068401528a2a9d3d,Elections,nyt_kaggle,prosecutors recommended charging a new york police officer  but others question whether the case can be won  mr  garners gasps of i cant breathe galvanized protesters ,282,-0.3520205673758866,0.5960362277338579,high,2.0
5ada0944068401528a2a9d2f,Elections,nyt_kaggle,covering hillary clintons campaign from before it started to the very last moment ,2329,-0.0088738514383854,0.6469853581486542,high,2.0
5ada0827068401528a2a9d29,International,nyt_kaggle,the c i a  is making an unusually public push to ensure president trumps nominee for director  gina haspel  is confirmed ,146,-0.2987390410958904,0.5999102616079529,high,2.0
5ad9f268068401528a2a9ceb,Leisure,nyt_kaggle,the bjarke ingels group has designed towers near the high line that twist as they rise to maximize views of the city and hudson river ,56,0.1771160714285713,0.5244125949450614,high,2.0
5ad9efb1068401528a2a9ce1,Social Issues,nyt_kaggle,the fines against the bank settle investigations into its lending practices  they are the biggest bank penalties imposed under the trump administration ,35,-0.2273799999999999,0.6310859892001294,high,2.0
5ad9edcc068401528a2a9cd8,Culture/Education,nyt_kaggle,no one can say exactly why there has not been a murder in a precinct where violence has been too common  and no one knows how long the peace will last ,43,-0.0473,0.7258514737222498,high,2.0
